Index,Concept,Question,Answer,Photo,photo_path
177.0,Orman_Garden,What happens when it thrives now?,Food production.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What does promote sustainable way?,Orchard Gardens.,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What must prevent and require?,Pest and disease.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What about regular garden?,Aesthetic appeal.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What benefits from regular too?,Fruit trees.,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What does plants need healthy to maintain?,"Pruning, maintenance.",,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What should you do here better plan?,Consider climate.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What does soil do to help with sun?,Nothing directly.,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What creates a better great job?,Not enough information.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What do ecosystem needs help too?,Soil health.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What will require to maintain soon?,"Pruning, fertilization.",,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What are more healthy option help?,Food production.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What kind the soil have often here?,Not specified.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What is the benefit of sun good?,Not enough information.,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What create benefits if it helps?,Ecological benefits.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What is there good in forest?,"Ecosystem, Wood",,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What could be next on the farm?,More fruit trees.,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What benefits local community?,"Food, biodiversity.",,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What are some other good things?,Ecological benefits.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What is most important fact now?,Possible typo.,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What about environment now too?,Ecological benefits.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What provides healthy ecosystem food?,Food production,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What makes for great eco system?,"Biodiversity, Sustainability",,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What is for that great ecosystem?,Biodiversity and beauty,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What the benefits of local ecosystem?,Enhances biodiversity.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What provides a local community support?,Orchard Gardens,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What are important eco system traits?,"Biodiversity, soil health",,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What are special and needed traits?,"Pruning, Maintenance.",,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What kind must a plan remember now?,"Climate, soil.",,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What kind that will require that great plan?,Orchard/Forest Garden,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What supports a great sustainable job?,Ecological Benefits,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What means with a forest well now?,Forest ecosystem mimic.,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What can provide sustainable plants?,Orchard gardens.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What are you thinking of doing now?,Further search.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What kind does sustainability support?,Gardening practices.,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What gives ecosystem the best look?,Aesthetic appeal.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What does good eco environment add?,"Biodiversity, sustainability.",,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What means that soil could be great?,Soil health improvement.,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What needs soil that improve here?,Orchard Gardens,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What helps in here with pollution down?,Ecological benefits.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What type helps eco local in there?,"Biodiversity, pollinators",,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What would grow in there greatly?,"Fruit, vegetables.",,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What needs to consider here now often?,Regular maintenance.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What has it you improve the planet?,Ecological and sustainability.,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What makes a long help on the Earth?,Fruit-bearing plants,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What could grow so easily better?,Fresh fruit.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What good should a Earth do often?,Food production.,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What has and that could a Sun has?,Not enough information,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What for Sun you have think of it?,Not enough information.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What for all of this what makes for Earth?,Ecological benefits.,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What for all that do it on this often?,"Food, beauty, ecology.",,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What should the gardener plan great now?,"Fruit, plants.",,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What's there a most here so very helpful?,Orchard Garden,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What does makes this a real benefit you?,Food production.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What needs all new now here and often?,"Maintenance, pruning, management.",,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What makes so better a green thing do?,Enhances biodiversity,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What has and make for green Earth way?,Orchard gardens.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What must that for plan be healthy way?,Regular maintenance.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What are all about that to help with you?,"Food, ecology, aesthetics.",,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What's better to have you than this soon?,More information needed.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What the great things make a great this for you?,"Food, ecology, beauty.",,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What can and could get it with the most green plan?,Orchard/Forest garden,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What should be made in next for great results?,Orchard Garden search.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What the sustainable options better now often?,Sustainable gardening practices.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What can it do and support it is too there soon?,Promote biodiversity.,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What can you improve to look now soon please?,Search variations.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What all that better soon help to give and help?,Food and aesthetics,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What you need to plan soon with a garden plan?,Size and shape,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What the traits help with the very here better you?,(Cannot answer without more context),,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What helps you too to learn new about green soon?,More Information.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What this all help to know about the Earth here soon?,"Soil, biodiversity, sustainability.",,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What does help know all of what you needed here?,Contextual information.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What you have all known right now well help Earth plan?,Sustainable gardening practices.,,/downloaded_images/img_1990.jpg
177.0,Orman_Garden,What all is for a good that helps to Earth to learn?,Ecological benefits,,/downloaded_images/img_1991.jpg
177.0,Orman_Garden,What means the well for that for all the people help?,Not enough information.,,/downloaded_images/img_1989.jpg
177.0,Orman_Garden,What all could that you create a Earth plan with Earth?,"Orchard, Forest gardens.",,/downloaded_images/img_1990.jpg
178.0,Fatimid_Cemetery_in_Aswan,Is this place a cemetery?,"Yes, Fatimid Cemetery.",,/downloaded_images/img_1992.JPG
178.0,Fatimid_Cemetery_in_Aswan,What time period is this from?,Fatimid period.,,/downloaded_images/img_1993.JPG
178.0,Fatimid_Cemetery_in_Aswan,Are there domes here?,Brick-domed tombs,,/downloaded_images/img_1992.JPG
178.0,Fatimid_Cemetery_in_Aswan,Is this in Egypt?,"Yes, Egypt",,/downloaded_images/img_1993.JPG
178.0,Fatimid_Cemetery_in_Aswan,What is the building material?,Brick-built,,/downloaded_images/img_1992.JPG
178.0,Fatimid_Cemetery_in_Aswan,Is it near the city center?,Not city center,,/downloaded_images/img_1993.JPG
178.0,Fatimid_Cemetery_in_Aswan,Are there many tombs?,"Yes, many.",,/downloaded_images/img_1992.JPG
178.0,Fatimid_Cemetery_in_Aswan,What is the dominant architecture?,Brick-domed tombs,,/downloaded_images/img_1993.JPG
178.0,Fatimid_Cemetery_in_Aswan,Are guided tours available?,"Recommended, if available",,/downloaded_images/img_1992.JPG
178.0,Fatimid_Cemetery_in_Aswan,Is it well-preserved?,Not well.,,/downloaded_images/img_1993.JPG
178.0,Fatimid_Cemetery_in_Aswan,Is this a historical site?,"Yes, historical site.",,/downloaded_images/img_1992.JPG
178.0,Fatimid_Cemetery_in_Aswan,Is research ongoing here?,"Yes, ongoing.",,/downloaded_images/img_1993.JPG
178.0,Fatimid_Cemetery_in_Aswan,Is access restricted?,"Potentially, yes.",,/downloaded_images/img_1992.JPG
178.0,Fatimid_Cemetery_in_Aswan,Is it located in the desert?,Near the desert.,,/downloaded_images/img_1993.JPG
178.0,Fatimid_Cemetery_in_Aswan,What covers the tombs?,Brick-domed qubbas,,/downloaded_images/img_1992.JPG
178.0,Fatimid_Cemetery_in_Aswan,Is it a vulnerable site?,"Yes, vulnerable.",,/downloaded_images/img_1993.JPG
178.0,Fatimid_Cemetery_in_Aswan,Does it have grave markers?,"Yes, grave markers",,/downloaded_images/img_1992.JPG
178.0,Fatimid_Cemetery_in_Aswan,What religion is associated with this?,Islamic/Fatimid,,/downloaded_images/img_1993.JPG
178.0,Fatimid_Cemetery_in_Aswan,Is this in Upper Egypt?,"Yes, Upper.",,/downloaded_images/img_1992.JPG
178.0,Fatimid_Cemetery_in_Aswan,Is it a well-known site?,Not widely known.,,/downloaded_images/img_1993.JPG
178.0,Fatimid_Cemetery_in_Aswan,Is this near Aswan?,"Yes, Near Aswan.",,/downloaded_images/img_1992.JPG
179.0,Famine_stele,What Pharaoh is mentioned?,Pharaoh Djoser,,/downloaded_images/img_1994.jpg
179.0,Famine_stele,What is on the rock?,An inscription.,,/downloaded_images/img_1995.JPG
179.0,Famine_stele,What god is involved?,Khnum.,,/downloaded_images/img_1996.JPG
179.0,Famine_stele,Who was Djoser's vizier?,Imhotep,,/downloaded_images/img_1997.JPG
179.0,Famine_stele,What era is it from?,Ptolemaic era,,/downloaded_images/img_1998.JPG
179.0,Famine_stele,What river is near?,The Nile,,/downloaded_images/img_1999.jpg
179.0,Famine_stele,What caused the famine?,Nile's failure.,,/downloaded_images/img_2000.jpg
179.0,Famine_stele,What was neglected?,Khnum's temples,,/downloaded_images/img_2001.JPG
179.0,Famine_stele,What was restored?,Khnum's temples,,/downloaded_images/img_2002.JPG
179.0,Famine_stele,What is the stele considered?,Propaganda work,,/downloaded_images/img_2003.JPG
179.0,Famine_stele,Who is Khnum's priesthood for?,Khnum,,/downloaded_images/img_2004.JPG
179.0,Famine_stele,What dynasty is it from?,Ptolemaic dynasty,,/downloaded_images/img_2005.jpg
179.0,Famine_stele,What did Djoser grant?,"Land, privileges.",,/downloaded_images/img_2006.JPG
179.0,Famine_stele,Where is Sehel Island?,"Nile, near Aswan",,/downloaded_images/img_2007.JPG
179.0,Famine_stele,What is the stele made of?,Granite rock,,/downloaded_images/img_2008.jpg
179.0,Famine_stele,How long did famine last?,Seven years,,/downloaded_images/img_2009.JPG
179.0,Famine_stele,Who controls Nile's source?,"Khnum, God.",,/downloaded_images/img_2010.JPG
179.0,Famine_stele,What did Djoser consult?,Imhotep.,,/downloaded_images/img_2011.JPG
179.0,Famine_stele,What is Khnum god of?,Nile's source.,,/downloaded_images/img_2012.JPG
180.0,Mokattam,What city is this?,"Cairo, Egypt",,/downloaded_images/img_2180.jpg
180.0,Mokattam,What is the main material of the hills?,Limestone.,,/downloaded_images/img_2181.jpg
180.0,Mokattam,Is it a flat area?,Hilly/Mountainous,,/downloaded_images/img_2182.jpg
180.0,Mokattam,Where is this located in Cairo?,Eastern edge.,,/downloaded_images/img_2183.jpg
180.0,Mokattam,Are there mountains here?,Hills/Mountains,,/downloaded_images/img_2184.jpg
180.0,Mokattam,What community lives here?,Zabaleen community,,/downloaded_images/img_2185.jpg
180.0,Mokattam,What do they do with waste?,"Recycle, Sort",,/downloaded_images/img_2186.jpg
180.0,Mokattam,What religion is prominent in the garbage city?,Coptic Christian.,,/downloaded_images/img_2187.jpg
180.0,Mokattam,Is this a tourist destination?,Growing popularity.,,/downloaded_images/img_2188.jpg
180.0,Mokattam,Are there many churches?,Yes.,,/downloaded_images/img_2189.jpg
180.0,Mokattam,What is this source of stone?,Limestone hills,,/downloaded_images/img_2180.jpg
180.0,Mokattam,What edge of the city is this on?,Eastern edge,,/downloaded_images/img_2181.jpg
180.0,Mokattam,What are the Zabaleen known for?,Recycling system.,,/downloaded_images/img_2182.jpg
180.0,Mokattam,Is recycling common here?,"Yes, Very.",,/downloaded_images/img_2183.jpg
180.0,Mokattam,What are these hills called?,Mokattam Hills,,/downloaded_images/img_2184.jpg
180.0,Mokattam,What kind of view does it have?,City views,,/downloaded_images/img_2185.jpg
180.0,Mokattam,Does this place have historical significance?,"Yes, stone source.",,/downloaded_images/img_2186.jpg
180.0,Mokattam,Is this area densely populated?,Likely Yes.,,/downloaded_images/img_2187.jpg
180.0,Mokattam,Is there stone here?,"Yes, limestone.",,/downloaded_images/img_2188.jpg
180.0,Mokattam,What is the garbage city called?,Manshiyat Naser,,/downloaded_images/img_2189.jpg
181.0,Aquarium_Grotto_Garden,What is the main concept?,Hybrid aquatic garden,,/downloaded_images/img_2190.jpg
181.0,Aquarium_Grotto_Garden,What blends aquatic elements?,Aquarium Grotto Garden,,/downloaded_images/img_2191.jpg
181.0,Aquarium_Grotto_Garden,What is a key feature?,Aesthetic focus.,,/downloaded_images/img_2192.jpg
181.0,Aquarium_Grotto_Garden,What material is common?,"Rocks, plants.",,/downloaded_images/img_2193.jpg
181.0,Aquarium_Grotto_Garden,What mimics natural settings?,Rocks and plants,,/downloaded_images/img_2194.jpg
181.0,Aquarium_Grotto_Garden,Where might this be built?,Indoor/Outdoor,,/downloaded_images/img_2195.jpg
181.0,Aquarium_Grotto_Garden,What ensures aquatic health?,"Filtration, Safety",,/downloaded_images/img_2196.JPG
181.0,Aquarium_Grotto_Garden,What controls temperature?,Climate control.,,/downloaded_images/img_2197.jpg
181.0,Aquarium_Grotto_Garden,What creates visual appeal?,Aesthetic focus.,,/downloaded_images/img_2198.jpg
181.0,Aquarium_Grotto_Garden,What prevents water damage?,Waterproofing,,/downloaded_images/img_2199.jpg
181.0,Aquarium_Grotto_Garden,What are you searching?,Aquarium landscaping,,/downloaded_images/img_2200.jpg
181.0,Aquarium_Grotto_Garden,What is it merging?,"Aquarium, grotto, garden",,/downloaded_images/img_2201.JPG
181.0,Aquarium_Grotto_Garden,What enhances integration?,Rocks and Plants,,/downloaded_images/img_2202.jpg
181.0,Aquarium_Grotto_Garden,What rock is suitable?,Lava rock.,,/downloaded_images/img_2203.jpg
181.0,Aquarium_Grotto_Garden,What is crucial here?,"Waterproofing, Filtration",,/downloaded_images/img_2204.jpg
181.0,Aquarium_Grotto_Garden,What improves accessibility?,Easy access.,,/downloaded_images/img_2205.jpg
181.0,Aquarium_Grotto_Garden,What helps plant growth?,"Lighting, water.",,/downloaded_images/img_2206.jpg
181.0,Aquarium_Grotto_Garden,What is a core aspect?,Aesthetic focus.,,/downloaded_images/img_2207.jpg
181.0,Aquarium_Grotto_Garden,What's a potential hazard?,Water damage.,,/downloaded_images/img_2208.jpg
181.0,Aquarium_Grotto_Garden,What contains the water?,Aquarium/Pond,,/downloaded_images/img_2209.jpg
182.0,Gezira,What country is this in?,Sudan,,/downloaded_images/img_2227.jpg
182.0,Gezira,Which rivers define this region?,Blue & White Nile,,/downloaded_images/img_2228.jpg
182.0,Gezira,What is the main crop?,Cotton,,/downloaded_images/img_2229.jpg
182.0,Gezira,What dam provides the water?,Sennar Dam,,/downloaded_images/img_2230.jpg
182.0,Gezira,What is the irrigation project called?,Gezira Scheme,,/downloaded_images/img_2227.jpg
182.0,Gezira,Is it south of Khartoum?,"Yes, south.",,/downloaded_images/img_2228.jpg
182.0,Gezira,What is a major environmental issue?,Soil salinity.,,/downloaded_images/img_2229.jpg
182.0,Gezira,Does it provide jobs?,"Yes, it does.",,/downloaded_images/img_2230.jpg
182.0,Gezira,Does climate change impact it?,"Yes, significantly.",,/downloaded_images/img_2227.jpg
182.0,Gezira,Is it economically significant?,"Yes, vitally.",,/downloaded_images/img_2228.jpg
182.0,Gezira,What is another crop grown?,"Wheat, Sorghum",,/downloaded_images/img_2229.jpg
182.0,Gezira,Is political instability a challenge?,"Yes, a challenge.",,/downloaded_images/img_2230.jpg
182.0,Gezira,Is soil salinity a problem?,Environmental degradation.,,/downloaded_images/img_2227.jpg
182.0,Gezira,Is waterlogging a challenge?,"Yes, environmental.",,/downloaded_images/img_2228.jpg
182.0,Gezira,What color is the Nile?,"Blue, White",,/downloaded_images/img_2229.jpg
182.0,Gezira,Does it influence settlement patterns?,"Yes, profoundly.",,/downloaded_images/img_2230.jpg
182.0,Gezira,Is cotton the only crop?,"No, wheat also.",,/downloaded_images/img_2227.jpg
182.0,Gezira,Is it a small project?,"No, large.",,/downloaded_images/img_2228.jpg
182.0,Gezira,Is it facing challenges?,"Yes, Significant.",,/downloaded_images/img_2229.jpg
183.0,Mausoleum_of_Aga_Khan,What is this building's name?,Mausoleum of Aga Khan,,/downloaded_images/img_2231.jpg
183.0,Mausoleum_of_Aga_Khan,Where is this mausoleum located?,"Aswan, Egypt",,/downloaded_images/img_2232.jpg
183.0,Mausoleum_of_Aga_Khan,What river is nearby?,Nile River,,/downloaded_images/img_2233.jpg
183.0,Mausoleum_of_Aga_Khan,Who is buried here?,Aga Khan III,,/downloaded_images/img_2234.jpg
183.0,Mausoleum_of_Aga_Khan,What color is the stone?,Pink limestone,,/downloaded_images/img_2235.jpg
183.0,Mausoleum_of_Aga_Khan,What architectural style is this?,Fatimid-inspired,,/downloaded_images/img_2236.JPG
183.0,Mausoleum_of_Aga_Khan,Who was Umm Habibeh?,Aga Khan's wife.,,/downloaded_images/img_2237.JPG
183.0,Mausoleum_of_Aga_Khan,When did Aga Khan III die?,1957,,/downloaded_images/img_2238.jpg
183.0,Mausoleum_of_Aga_Khan,Is this open to public?,Occasionally open.,,/downloaded_images/img_2239.JPG
183.0,Mausoleum_of_Aga_Khan,How do you access this?,Boat and steps,,/downloaded_images/img_2231.jpg
184.0,Great_Temple_of_the_Aten,Where was the temple located?,Akhetaten (Amarna),,/downloaded_images/img_2240.jpg
184.0,Great_Temple_of_the_Aten,Who built this temple?,Akhenaten,,/downloaded_images/img_2241.jpg
184.0,Great_Temple_of_the_Aten,Who is the Aten?,Sun disc.,,/downloaded_images/img_2242.jpg
184.0,Great_Temple_of_the_Aten,Are there roofs in the temple?,Largely lacked.,,/downloaded_images/img_2243.jpg
184.0,Great_Temple_of_the_Aten,What are offering tables for?,Nourishing the Aten.,,/downloaded_images/img_2244.jpg
184.0,Great_Temple_of_the_Aten,What's the most sacred area?,Gempaaten (Hwt-benben),,/downloaded_images/img_2245.jpg
184.0,Great_Temple_of_the_Aten,What is the Hwt-benben symbolic of?,Primordial mound,,/downloaded_images/img_2246.jpg
184.0,Great_Temple_of_the_Aten,What is the Rud-weru?,Raising Platform,,/downloaded_images/img_2247.JPG
184.0,Great_Temple_of_the_Aten,What shape are Ben-ben stones?,Pyramidal stones,,/downloaded_images/img_2248.jpg
184.0,Great_Temple_of_the_Aten,What leads into courtyards?,Pylons (gateways),,/downloaded_images/img_2249.jpg
184.0,Great_Temple_of_the_Aten,Who are the colossal statues of?,Akhenaten,,/downloaded_images/img_2250.JPG
184.0,Great_Temple_of_the_Aten,What is the Aten religion called?,Atenism,,/downloaded_images/img_2251.jpg
184.0,Great_Temple_of_the_Aten,Who was the chief priest?,Akhenaten.,,/downloaded_images/img_2252.jpg
184.0,Great_Temple_of_the_Aten,Was the temple abandoned?,"Yes, abandoned.",,/downloaded_images/img_2253.jpg
184.0,Great_Temple_of_the_Aten,Was the temple destroyed?,"Yes, dismantled.",,/downloaded_images/img_2254.jpg
184.0,Great_Temple_of_the_Aten,What were building blocks called?,Talatat blocks,,/downloaded_images/img_2255.jpg
184.0,Great_Temple_of_the_Aten,Is Amarna an archeological site?,"Yes, important site.",,/downloaded_images/img_2256.jpg
184.0,Great_Temple_of_the_Aten,Are there foundations remaining?,"Yes, foundations remain.",,/downloaded_images/img_2257.jpg
184.0,Great_Temple_of_the_Aten,Who dismantled the temple?,Later pharaohs.,,/downloaded_images/img_2258.jpg
184.0,Great_Temple_of_the_Aten,What was the city later called?,Amarna.,,/downloaded_images/img_2259.jpg
185.0,Qasr_al-Nil_Bridge,Where is the bridge located?,"Cairo, Egypt",,/downloaded_images/img_2265.jpg
185.0,Qasr_al-Nil_Bridge,What city is this in?,"Cairo, Egypt",,/downloaded_images/img_2266.jpg
185.0,Qasr_al-Nil_Bridge,What river does it cross?,Nile River,,/downloaded_images/img_2267.jpg
185.0,Qasr_al-Nil_Bridge,What square does it connect to?,Tahrir Square,,/downloaded_images/img_2265.jpg
185.0,Qasr_al-Nil_Bridge,What island does it connect to?,Zamalek Island,,/downloaded_images/img_2266.jpg
185.0,Qasr_al-Nil_Bridge,When was it completed?,1931,,/downloaded_images/img_2267.jpg
185.0,Qasr_al-Nil_Bridge,Who built the current bridge?,Dorman Long & Co.,,/downloaded_images/img_2265.jpg
185.0,Qasr_al-Nil_Bridge,What are at the entrances?,Lion statues,,/downloaded_images/img_2266.jpg
185.0,Qasr_al-Nil_Bridge,What are the statues made of?,Bronze lions,,/downloaded_images/img_2267.jpg
185.0,Qasr_al-Nil_Bridge,What animal is depicted?,Lion statues,,/downloaded_images/img_2265.jpg
185.0,Qasr_al-Nil_Bridge,Is it for cars?,"Yes, primarily.",,/downloaded_images/img_2266.jpg
185.0,Qasr_al-Nil_Bridge,Are there walkways?,"Yes, walkways.",,/downloaded_images/img_2267.jpg
185.0,Qasr_al-Nil_Bridge,Is it a landmark?,"Yes, prominent landmark.",,/downloaded_images/img_2265.jpg
185.0,Qasr_al-Nil_Bridge,What kind of traffic crosses?,"Vehicular, Pedestrian",,/downloaded_images/img_2266.jpg
185.0,Qasr_al-Nil_Bridge,Is it a tourist spot?,"Yes, popular.",,/downloaded_images/img_2267.jpg
185.0,Qasr_al-Nil_Bridge,Is it well-known?,"Yes, it is.",,/downloaded_images/img_2265.jpg
185.0,Qasr_al-Nil_Bridge,What company built the old bridge?,Gustave Eiffel's,,/downloaded_images/img_2266.jpg
185.0,Qasr_al-Nil_Bridge,Who designed the old bridge?,Gustave Eiffel,,/downloaded_images/img_2267.jpg
185.0,Qasr_al-Nil_Bridge,What is the bridge's other name?,Kasr El Nil,,/downloaded_images/img_2265.jpg
185.0,Qasr_al-Nil_Bridge,Is it in Africa?,"Yes, Egypt",,/downloaded_images/img_2266.jpg
185.0,Qasr_al-Nil_Bridge,Is it modern?,"Yes, modern.",,/downloaded_images/img_2267.jpg
185.0,Qasr_al-Nil_Bridge,What is its purpose?,Vehicular and pedestrian,,/downloaded_images/img_2265.jpg
185.0,Qasr_al-Nil_Bridge,What year was the first bridge built?,1872,,/downloaded_images/img_2266.jpg
185.0,Qasr_al-Nil_Bridge,What is a key feature?,Lion statues.,,/downloaded_images/img_2267.jpg
185.0,Qasr_al-Nil_Bridge,Is it scenic?,"Yes, it is.",,/downloaded_images/img_2265.jpg
186.0,Temple_of_Khonsu_in_Karnak,What deity is worshipped here?,Khonsu (moon god),,/downloaded_images/img_2268.jpg
186.0,Temple_of_Khonsu_in_Karnak,What kingdom is this from?,New Kingdom,,/downloaded_images/img_2269.jpg
186.0,Temple_of_Khonsu_in_Karnak,Where is this temple located?,Karnak Temple Complex,,/downloaded_images/img_2270.jpg
186.0,Temple_of_Khonsu_in_Karnak,What is the temple's main purpose?,Worship the god.,,/downloaded_images/img_2268.jpg
186.0,Temple_of_Khonsu_in_Karnak,Who mainly built this temple?,Ramesses III,,/downloaded_images/img_2269.jpg
186.0,Temple_of_Khonsu_in_Karnak,What type of hall is inside?,Hypostyle hall,,/downloaded_images/img_2270.jpg
186.0,Temple_of_Khonsu_in_Karnak,What is inside the sanctuary?,Statue of Khonsu,,/downloaded_images/img_2268.jpg
186.0,Temple_of_Khonsu_in_Karnak,Is this well-preserved?,"Yes, well-preserved",,/downloaded_images/img_2269.jpg
186.0,Temple_of_Khonsu_in_Karnak,Is this within Karnak?,"Yes, within Karnak.",,/downloaded_images/img_2270.jpg
186.0,Temple_of_Khonsu_in_Karnak,What god is this for?,Moon god,,/downloaded_images/img_2268.jpg
186.0,Temple_of_Khonsu_in_Karnak,What is the first part you see?,Pylon gateway,,/downloaded_images/img_2269.jpg
186.0,Temple_of_Khonsu_in_Karnak,Are there inscriptions here?,"Yes, Reliefs, Inscriptions.",,/downloaded_images/img_2270.jpg
186.0,Temple_of_Khonsu_in_Karnak,What is inside the temple?,"Sanctuary, reliefs.",,/downloaded_images/img_2268.jpg
186.0,Temple_of_Khonsu_in_Karnak,Was Ramesses III involved?,"Yes, primarily.",,/downloaded_images/img_2269.jpg
186.0,Temple_of_Khonsu_in_Karnak,What does it help study?,Architectural evolution,,/downloaded_images/img_2270.jpg
186.0,Temple_of_Khonsu_in_Karnak,Does it have a courtyard?,"Yes, it does.",,/downloaded_images/img_2268.jpg
186.0,Temple_of_Khonsu_in_Karnak,What is the deity associated with?,The moon god.,,/downloaded_images/img_2269.jpg
186.0,Temple_of_Khonsu_in_Karnak,Is it south of the court?,"Yes, southwest.",,/downloaded_images/img_2270.jpg
186.0,Temple_of_Khonsu_in_Karnak,Is this a large temple?,Relatively smaller.,,/downloaded_images/img_2268.jpg
186.0,Temple_of_Khonsu_in_Karnak,What period is this from?,New Kingdom,,/downloaded_images/img_2269.jpg
187.0,Beni_Hassan,What kingdom is this site from?,Middle Kingdom,,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,What river is nearby?,Nile River,,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,Is this a cemetery?,"Yes, Necropolis.",,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,What are the tombs carved from?,Limestone cliffs.,,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,What is depicted on the walls?,Daily life,,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,What dynasty is prominent here?,Middle Kingdom,,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,What bank is it on?,East bank,,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,Who is Khnumhotep II?,Official's tomb,,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,What is inside the tombs?,Decorated walls.,,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,Is this a Middle Kingdom site?,"Yes, Middle Kingdom.",,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,Where is this located?,East Nile Bank,,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,Are the tombs rock-cut?,"Yes, rock-cut.",,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,What is found on tomb walls?,Vibrant scenes.,,/downloaded_images/img_2271.JPG
187.0,Beni_Hassan,What type of site is it?,Necropolis (cemetery),,/downloaded_images/img_2271.JPG
