,Index,Concept,Category,Question,Answer
3577,220,Temple_of_Derr,Famous Landmarks,What is it built of?,Rock-cut
3578,220,Temple_of_Derr,Famous Landmarks,Who are the subjects?,"Ramesses II, Amun"
3579,220,Temple_of_Derr,Famous Landmarks,What is its form?,Rock-cut temple
3580,220,Temple_of_Derr,Famous Landmarks,What type of temple?,Rock-cut (speos)
3581,220,Temple_of_Derr,Famous Landmarks,What kind of stone?,Rock-cut
3582,220,Temple_of_Derr,Famous Landmarks,Who are the subjects?,"Ramesses II, Amun"
3583,220,Temple_of_Derr,Famous Landmarks,What is the form?,Rock-cut temple
3584,220,Temple_of_Derr,Famous Landmarks,What type of temple?,Rock-cut (Speos)
3585,220,Temple_of_Derr,Famous Landmarks,What kind of stone?,Rock-cut
3586,220,Temple_of_Derr,Famous Landmarks,What shows offerings?,Brightly colored reliefs
3587,220,Temple_of_Derr,Famous Landmarks,Where are the stones?,New Amada
3588,220,Temple_of_Derr,Famous Landmarks,What caused the threat?,Aswan High Dam
3589,220,Temple_of_Derr,Famous Landmarks,Who caused the dam?,Aswan High Dam
3590,220,Temple_of_Derr,Famous Landmarks,Who is being shown?,Ramesses II
3591,220,Temple_of_Derr,Famous Landmarks,What threatened its spot?,Aswan High Dam
3592,220,Temple_of_Derr,Famous Landmarks,What saved the spot?,Relocation saved it.
3593,220,Temple_of_Derr,Famous Landmarks,Who commissioned this?,Ramesses II
3594,220,Temple_of_Derr,Famous Landmarks,What art is there?,Colored reliefs.
3595,220,Temple_of_Derr,Famous Landmarks,Who is in Egypt?,Ramesses II.
3596,220,Temple_of_Derr,Famous Landmarks,Who had inscriptions?,Ramesses II
3597,220,Temple_of_Derr,Famous Landmarks,What do they show?,Reliefs and inscriptions
3598,220,Temple_of_Derr,Famous Landmarks,Who commissioned temples?,Ramesses II
3599,220,Temple_of_Derr,Famous Landmarks,What is in Derr now?,New Amada site
3600,220,Temple_of_Derr,Famous Landmarks,Where did the dam form?,Lake Nasser
3601,220,Temple_of_Derr,Famous Landmarks,Who did expansions?,Ramesses II.
3602,220,Temple_of_Derr,Famous Landmarks,What is nearby?,Abu Simbel
3603,220,Temple_of_Derr,Famous Landmarks,Who is at Amada?,Temple of Derr
3604,220,Temple_of_Derr,Famous Landmarks,Who is in the art?,Ramesses II
3605,220,Temple_of_Derr,Famous Landmarks,What shows offerings?,Colored reliefs.
3606,220,Temple_of_Derr,Famous Landmarks,What is now in Sudan?,Former location
3607,220,Temple_of_Derr,Famous Landmarks,Who is on the walls?,Ramesses II
3608,220,Temple_of_Derr,Famous Landmarks,What threatens it?,Aswan High Dam
3609,220,Temple_of_Derr,Famous Landmarks,What did they move?,Temple of Derr
3610,220,Temple_of_Derr,Famous Landmarks,Who did the relocation?,Not specified.
3611,220,Temple_of_Derr,Famous Landmarks,Who integrated areas?,Ramesses II
3612,220,Temple_of_Derr,Famous Landmarks,Who worshiped gods?,Ramesses II
3613,220,Temple_of_Derr,Famous Landmarks,What kind of art?,Rock-cut reliefs
3614,220,Temple_of_Derr,Famous Landmarks,What shows campaigns?,Colored reliefs
3615,220,Temple_of_Derr,Famous Landmarks,Who were the rulers?,Ramesses II
3616,220,Temple_of_Derr,Famous Landmarks,Where are the walls?,Rock-cut
3617,220,Temple_of_Derr,Famous Landmarks,What is on a cliff?,Rock-cut temple
3618,220,Temple_of_Derr,Famous Landmarks,Where is it carved?,Cliff face.
3619,220,Temple_of_Derr,Famous Landmarks,Who built temples?,Ramesses II
3620,220,Temple_of_Derr,Famous Landmarks,What is on the cliff?,Rock-cut Temple
3621,220,Temple_of_Derr,Famous Landmarks,What is in the cliff?,Rock-cut temple
3622,220,Temple_of_Derr,Famous Landmarks,Who worshipped Amun?,Ramesses II
3623,220,Temple_of_Derr,Famous Landmarks,What happened in Derr?,Temple relocation
3624,220,Temple_of_Derr,Famous Landmarks,Who ruled in that era?,Ramesses II
3625,220,Temple_of_Derr,Famous Landmarks,What threat caused relocation?,Aswan High Dam
3626,220,Temple_of_Derr,Famous Landmarks,Who built in Nubia?,Ramesses II
3627,220,Temple_of_Derr,Famous Landmarks,What do they show?,Brightly colored reliefs.
3628,220,Temple_of_Derr,Famous Landmarks,Who moved it?,[Aswan High Dam]
3629,220,Temple_of_Derr,Famous Landmarks,What shows religion?,Religious ceremonies.
3630,220,Temple_of_Derr,Famous Landmarks,What caused relocation?,Aswan High Dam
3631,220,Temple_of_Derr,Famous Landmarks,Who liked offering?,Ramesses II
3632,220,Temple_of_Derr,Famous Landmarks,What is on reliefs?,Military campaigns.
3633,220,Temple_of_Derr,Famous Landmarks,Who believed in Amun?,Ramesses II
3634,220,Temple_of_Derr,Famous Landmarks,Who made offerings?,Ramesses II
3635,220,Temple_of_Derr,Famous Landmarks,What caused the threat?,Aswan High Dam
3636,220,Temple_of_Derr,Famous Landmarks,Who relocated this?,[Lake] Nasser construction.
3637,220,Temple_of_Derr,Famous Landmarks,What art is shown?,Colored Reliefs
3638,220,Temple_of_Derr,Famous Landmarks,What shows belief?,Religious ceremonies
3639,220,Temple_of_Derr,Famous Landmarks,Who wanted expansion?,Ramesses II
3640,220,Temple_of_Derr,Famous Landmarks,What did they build?,Rock-cut temple.
3641,220,Temple_of_Derr,Famous Landmarks,What is on the reliefs?,Military campaigns.
3642,220,Temple_of_Derr,Famous Landmarks,Who moved monuments?,Lake Nasser
3643,220,Temple_of_Derr,Famous Landmarks,Who shows campaigns?,Ramesses II
3644,220,Temple_of_Derr,Famous Landmarks,What shows offerings?,Colored reliefs.
3645,220,Temple_of_Derr,Famous Landmarks,Who ruled that area?,Ramesses II
3646,220,Temple_of_Derr,Famous Landmarks,What shows belief?,Religious ceremonies.
3647,220,Temple_of_Derr,Famous Landmarks,Who ruled Lower Nubia?,Ramesses II
3648,220,Temple_of_Derr,Famous Landmarks,Who did the offering?,Ramesses II
3649,220,Temple_of_Derr,Famous Landmarks,What is at the site?,Rock-cut temple
3650,220,Temple_of_Derr,Famous Landmarks,What style of art?,Rock-cut (Speos)
3651,220,Temple_of_Derr,Famous Landmarks,What is it made of?,Rock-cut
3652,220,Temple_of_Derr,Famous Landmarks,Who had Nubia?,Ramesses II
3653,220,Temple_of_Derr,Famous Landmarks,What is depicted on it?,Reliefs and Inscriptions
3654,220,Temple_of_Derr,Famous Landmarks,Who is in Nubia?,Ramesses II.
3655,220,Temple_of_Derr,Famous Landmarks,What beliefs were there?,"Religious, Deification"
3656,220,Temple_of_Derr,Famous Landmarks,Who caused relocation?,Aswan High Dam
3657,220,Temple_of_Derr,Famous Landmarks,What belief is there?,Religious beliefs
3658,220,Temple_of_Derr,Famous Landmarks,What color is it?,Brightly colored
3659,220,Temple_of_Derr,Famous Landmarks,Who did the paintings?,Ramesses II
3660,220,Temple_of_Derr,Famous Landmarks,Who made beliefs?,Ramesses II
3661,220,Temple_of_Derr,Famous Landmarks,What threat exists?,Rising waters
3662,220,Temple_of_Derr,Famous Landmarks,What wall is there?,Cliff face.
3663,220,Temple_of_Derr,Famous Landmarks,What beliefs are shown?,"Religious, Power"
3664,220,Temple_of_Derr,Famous Landmarks,What threats exist?,Aswan High Dam
3665,220,Temple_of_Derr,Famous Landmarks,What beliefs were there?,Religious beliefs
3666,220,Temple_of_Derr,Famous Landmarks,Who is in the Sudan?,Ramesses II.
3667,220,Temple_of_Derr,Famous Landmarks,What god worshiped?,Amun-Re
3668,220,Temple_of_Derr,Famous Landmarks,Who believed in gods?,Ramesses II
3669,220,Temple_of_Derr,Famous Landmarks,What is in Derr now?,New Amada site
3670,220,Temple_of_Derr,Famous Landmarks,What style of art?,Rock-cut (Speos)
3671,220,Temple_of_Derr,Famous Landmarks,What is it made of?,Rock-cut.
3672,220,Temple_of_Derr,Famous Landmarks,Who relocated it?,Aswan High Dam
3673,220,Temple_of_Derr,Famous Landmarks,What style is on it?,Rock-cut architecture
3674,220,Temple_of_Derr,Famous Landmarks,What god is in it?,Amun-Re
3675,220,Temple_of_Derr,Famous Landmarks,Who made this place?,Ramesses II
3676,220,Temple_of_Derr,Famous Landmarks,What is the form of it?,Rock-cut (speos)
3677,220,Temple_of_Derr,Famous Landmarks,What style of art?,Rock-cut
3678,220,Temple_of_Derr,Famous Landmarks,What is it built from?,Rock-cut / Rock
3679,220,Temple_of_Derr,Famous Landmarks,Who made the temple?,Ramesses II
3680,220,Temple_of_Derr,Famous Landmarks,What god is in it?,Amun-Re
3681,220,Temple_of_Derr,Famous Landmarks,What style is on the temple?,Rock-cut
3682,220,Temple_of_Derr,Famous Landmarks,Who had the temples?,Ramesses II.
3683,220,Temple_of_Derr,Famous Landmarks,What style is present?,Rock-cut (speos)
3684,220,Temple_of_Derr,Famous Landmarks,What is now preserved?,Brightly colored reliefs
3685,220,Temple_of_Derr,Famous Landmarks,What type of god?,Amun-Re
3686,220,Temple_of_Derr,Famous Landmarks,What caused relocation?,Aswan High Dam
3687,220,Temple_of_Derr,Famous Landmarks,What walls exist?,Rock-cut
3688,220,Temple_of_Derr,Famous Landmarks,Who ordered this built?,Ramesses II
3689,220,Temple_of_Derr,Famous Landmarks,What style is present?,Rock-cut (speos)
3690,220,Temple_of_Derr,Famous Landmarks,What gods are there?,"Amun, Re, Ptah"
3691,220,Temple_of_Derr,Famous Landmarks,What shows military?,Military campaigns
3692,220,Temple_of_Derr,Famous Landmarks,What saved the place?,Relocation saved it.
3693,220,Temple_of_Derr,Famous Landmarks,Who wanted it saved?,Nubian monument savers
3694,220,Temple_of_Derr,Famous Landmarks,What deity is there?,Amun-Re
3695,220,Temple_of_Derr,Famous Landmarks,What god is depicted?,Amun-Re
3696,220,Temple_of_Derr,Famous Landmarks,What style is there?,Rock-cut architecture
3697,220,Temple_of_Derr,Famous Landmarks,What god is shown?,Amun-Re
3698,220,Temple_of_Derr,Famous Landmarks,Who showed power?,Ramesses II
3699,220,Temple_of_Derr,Famous Landmarks,What saved the temple?,Relocation saved it.
3700,220,Temple_of_Derr,Famous Landmarks,Who had it built?,Ramesses II
3701,220,Temple_of_Derr,Famous Landmarks,What is the art?,Colored reliefs.
3702,220,Temple_of_Derr,Famous Landmarks,What kind of place?,Rock-cut temple
3703,220,Temple_of_Derr,Famous Landmarks,Who is worshipped?,"Amun-Re, Ramesses II"
3704,220,Temple_of_Derr,Famous Landmarks,What is inside it?,"Hall, sanctuary"
3705,220,Temple_of_Derr,Famous Landmarks,What did they relocate?,Nubian monuments
3706,220,Temple_of_Derr,Famous Landmarks,What power is shown?,Ramesses II's
3707,220,Temple_of_Derr,Famous Landmarks,What shows belief?,Religious ceremonies
3708,220,Temple_of_Derr,Famous Landmarks,What beliefs are shown?,Religious and Power.
3709,220,Temple_of_Derr,Famous Landmarks,What kind of relief?,Brightly colored.
3710,220,Temple_of_Derr,Famous Landmarks,What kind of style?,Rock-cut architecture
3711,220,Temple_of_Derr,Famous Landmarks,What deity is within?,Amun-Re
3712,220,Temple_of_Derr,Famous Landmarks,What belief is shown?,Deified Pharaoh
3713,220,Temple_of_Derr,Famous Landmarks,What is relocated?,Temple of Derr
3714,220,Temple_of_Derr,Famous Landmarks,Who believed in gods?,Ramesses II
3715,220,Temple_of_Derr,Famous Landmarks,What is at Nubia?,Temple of Derr
3716,220,Temple_of_Derr,Famous Landmarks,What kind of god?,Amun-Re
3717,220,Temple_of_Derr,Famous Landmarks,What kind of art?,Rock-cut reliefs
3718,220,Temple_of_Derr,Famous Landmarks,Who showed power?,Ramesses II
3719,220,Temple_of_Derr,Famous Landmarks,What does it have?,Rock-cut architecture
3720,220,Temple_of_Derr,Famous Landmarks,What god shown?,Amun-Re
3721,220,Temple_of_Derr,Famous Landmarks,What is inside the place?,"Reliefs, Inscriptions"
3722,220,Temple_of_Derr,Famous Landmarks,Who is deified inside?,Ramesses II
3723,220,Temple_of_Derr,Famous Landmarks,Who had this built?,Ramesses II
3724,220,Temple_of_Derr,Famous Landmarks,What does it contain?,"Reliefs, Inscriptions"
3725,220,Temple_of_Derr,Famous Landmarks,What did they move?,Temple of Derr
3726,220,Temple_of_Derr,Famous Landmarks,What did it show?,Military campaigns.
3727,220,Temple_of_Derr,Famous Landmarks,What threatened it?,Aswan High Dam
3728,220,Temple_of_Derr,Famous Landmarks,Who showed power?,Ramesses II
3729,220,Temple_of_Derr,Famous Landmarks,Who had military power?,Ramesses II
3730,220,Temple_of_Derr,Famous Landmarks,Who expanded there?,Ramesses II
3731,220,Temple_of_Derr,Famous Landmarks,What is deified there?,Ramesses II
3732,220,Temple_of_Derr,Famous Landmarks,What is near it?,Abu Simbel
3733,220,Temple_of_Derr,Famous Landmarks,What shows belief?,Religious ceremonies
3734,220,Temple_of_Derr,Famous Landmarks,Who did the art?,Ramesses II
3735,220,Temple_of_Derr,Famous Landmarks,What is carved in it?,Rock-cut temple
3736,220,Temple_of_Derr,Famous Landmarks,What kind of temple is it?,Rock-cut (speos)
3737,220,Temple_of_Derr,Famous Landmarks,What saved location?,Lake Nasser
3738,220,Temple_of_Derr,Famous Landmarks,What had expanded?,Egyptian empire.
3739,220,Temple_of_Derr,Famous Landmarks,What is the belief?,Religious beliefs
3740,220,Temple_of_Derr,Famous Landmarks,What showed belief?,Religious ceremonies
3741,220,Temple_of_Derr,Famous Landmarks,Who moved the stones?,Lake Nasser
3742,220,Temple_of_Derr,Famous Landmarks,What shows military power?,Military campaigns.
3743,220,Temple_of_Derr,Famous Landmarks,What belief is shown?,Deified pharaoh.
3744,220,Temple_of_Derr,Famous Landmarks,Who shows beliefs?,Ramesses II
3745,220,Temple_of_Derr,Famous Landmarks,Who worships inside?,"Amun, Ramesses II"
3746,220,Temple_of_Derr,Famous Landmarks,What belief existed?,Deified pharaoh
3747,220,Temple_of_Derr,Famous Landmarks,What is preserved?,Colored Reliefs.
3748,220,Temple_of_Derr,Famous Landmarks,Who shows expansion?,Ramesses II
3749,220,Temple_of_Derr,Famous Landmarks,What military happened?,Ramesses II's campaigns.
3750,220,Temple_of_Derr,Famous Landmarks,Who does art about?,Ramesses II
3751,220,Temple_of_Derr,Famous Landmarks,What shows belief?,Religious ceremonies
3752,220,Temple_of_Derr,Famous Landmarks,Who had expansion?,Ramesses II
3753,220,Temple_of_Derr,Famous Landmarks,What belief existed?,Deified Ramesses II
3754,220,Temple_of_Derr,Famous Landmarks,Who is in there?,"Amun, Ramesses II"
3755,220,Temple_of_Derr,Famous Landmarks,What shows religion?,Religious ceremonies.
3756,220,Temple_of_Derr,Famous Landmarks,Who ordered built?,Ramesses II
3757,220,Temple_of_Derr,Famous Landmarks,What kind of god?,Amun-Re
3758,220,Temple_of_Derr,Famous Landmarks,What relief inside?,Colored inscriptions
3759,220,Temple_of_Derr,Famous Landmarks,Who ruled in Nubia?,Ramesses II
3760,220,Temple_of_Derr,Famous Landmarks,Who showed power?,Ramesses II
3761,220,Temple_of_Derr,Famous Landmarks,What does it say?,Temple of Amun
3762,220,Temple_of_Derr,Famous Landmarks,What kind of relief?,Brightly colored.
3763,220,Temple_of_Derr,Famous Landmarks,Who had expansion?,Ramesses II
3764,220,Temple_of_Derr,Famous Landmarks,What kind of carvings?,Brightly colored
3765,220,Temple_of_Derr,Famous Landmarks,What does the wall say?,Reliefs and inscriptions
3766,220,Temple_of_Derr,Famous Landmarks,What is its purpose?,Religious worship.
3767,220,Temple_of_Derr,Famous Landmarks,Who built the walls?,Ramesses II
3768,220,Temple_of_Derr,Famous Landmarks,What style is art?,Brightly colored.
3769,220,Temple_of_Derr,Famous Landmarks,Who made art?,Ramesses II
3770,220,Temple_of_Derr,Famous Landmarks,What style is this?,Rock-cut (speos)
3771,220,Temple_of_Derr,Famous Landmarks,Who did expansion?,Ramesses II
3772,220,Temple_of_Derr,Famous Landmarks,Who does it say?,Ramesses II.
3773,220,Temple_of_Derr,Famous Landmarks,What art is present?,Colored Reliefs
3774,220,Temple_of_Derr,Famous Landmarks,Who caused the saving?,Aswan High Dam
3775,220,Temple_of_Derr,Famous Landmarks,What shows offerings?,Colored reliefs.
3776,220,Temple_of_Derr,Famous Landmarks,Who showed power?,Ramesses II
3777,220,Temple_of_Derr,Famous Landmarks,Who ordered art?,Ramesses II
3778,220,Temple_of_Derr,Famous Landmarks,What art does show?,Brightly colored reliefs.
3779,220,Temple_of_Derr,Famous Landmarks,What shows military?,Military campaigns.
3780,220,Temple_of_Derr,Famous Landmarks,Who showed the power?,Ramesses II
3781,220,Temple_of_Derr,Famous Landmarks,What is on the wall?,Colored reliefs.
3782,220,Temple_of_Derr,Famous Landmarks,What kind of art?,Rock-cut reliefs
3783,220,Temple_of_Derr,Famous Landmarks,What power is there?,Egyptian (Ramsesses II's)
3784,220,Temple_of_Derr,Famous Landmarks,Who showed the power?,Ramesses II
3785,220,Temple_of_Derr,Famous Landmarks,What carvings exist?,Reliefs and inscriptions
3786,220,Temple_of_Derr,Famous Landmarks,What kind of relief?,Brightly colored.
3787,220,Temple_of_Derr,Famous Landmarks,What had relocation?,Temple of Derr
3788,220,Temple_of_Derr,Famous Landmarks,What had the power?,Ramesses II
3789,220,Temple_of_Derr,Famous Landmarks,What is on each wall?,Colored reliefs.
3790,220,Temple_of_Derr,Famous Landmarks,What god had power?,Amun-Re.
3791,220,Temple_of_Derr,Famous Landmarks,Who carved art?,Ramesses II.
3792,220,Temple_of_Derr,Famous Landmarks,What kind of reliefs?,Brightly colored.
3793,220,Temple_of_Derr,Famous Landmarks,What wall carvings?,Colored reliefs.
3794,220,Temple_of_Derr,Famous Landmarks,What wall reliefs?,Brightly colored
3795,220,Temple_of_Derr,Famous Landmarks,Who made art?,Ramesses II
3796,220,Temple_of_Derr,Famous Landmarks,What wall is there?,Rock-cut architecture
3797,220,Temple_of_Derr,Famous Landmarks,What carvings inside?,Brightly colored reliefs
3798,220,Temple_of_Derr,Famous Landmarks,Who had power?,Ramesses II
3799,220,Temple_of_Derr,Famous Landmarks,What is in there?,Brightly colored reliefs.
3800,220,Temple_of_Derr,Famous Landmarks,Who had expansion?,Ramesses II
3801,220,Temple_of_Derr,Famous Landmarks,Who expanded there?,Ramesses II
3802,220,Temple_of_Derr,Famous Landmarks,What is on the walls?,Reliefs and inscriptions
3803,220,Temple_of_Derr,Famous Landmarks,What is inside here?,"Courtyard, hall, sanctuary."
3804,220,Temple_of_Derr,Famous Landmarks,What had power?,Ramesses II
3805,220,Temple_of_Derr,Famous Landmarks,What art inside?,Colored reliefs.
3806,220,Temple_of_Derr,Famous Landmarks,What carvings show?,"Military campaigns, ceremonies."
3807,220,Temple_of_Derr,Famous Landmarks,Who had it built?,Ramesses II
3808,220,Temple_of_Derr,Famous Landmarks,What wall is it?,Rock-cut
3809,220,Temple_of_Derr,Famous Landmarks,Who moved temple?,Lake Nasser
3810,220,Temple_of_Derr,Famous Landmarks,What did Ramesses build?,Rock-cut temple.
3811,220,Temple_of_Derr,Famous Landmarks,What does wall say?,Reliefs and inscriptions
3812,220,Temple_of_Derr,Famous Landmarks,What is built in?,Rock-cut temple
3813,220,Temple_of_Derr,Famous Landmarks,What caused this to happen?,Aswan High Dam
3814,220,Temple_of_Derr,Famous Landmarks,Who built it?,Ramesses II
3815,220,Temple_of_Derr,Famous Landmarks,What did the art?,Brightly colored.
3816,220,Temple_of_Derr,Famous Landmarks,Who carved art?,Ramesses II
3817,220,Temple_of_Derr,Famous Landmarks,What carvings found?,Brightly colored reliefs
3818,220,Temple_of_Derr,Famous Landmarks,What does Nubia have?,Temple of Derr
3819,220,Temple_of_Derr,Famous Landmarks,What is at that Derr?,Temple of Amun
3820,220,Temple_of_Derr,Famous Landmarks,What shows the belief?,Religious ceremonies
3821,220,Temple_of_Derr,Famous Landmarks,What is located at site?,New Amada
3822,220,Temple_of_Derr,Famous Landmarks,What is this made of?,Rock-cut / Stone
3823,220,Temple_of_Derr,Famous Landmarks,What shows belief?,Religious ceremonies
3824,220,Temple_of_Derr,Famous Landmarks,Who is inside of there?,Amun and Ramesses
3825,220,Temple_of_Derr,Famous Landmarks,Who had the power shown?,Ramesses II
3826,220,Temple_of_Derr,Famous Landmarks,What caused the saving?,Aswan High Dam
3827,220,Temple_of_Derr,Famous Landmarks,Who built the inside?,Ramesses II
3828,220,Temple_of_Derr,Famous Landmarks,Who believed in Amun-Re?,Ramesses II
3829,220,Temple_of_Derr,Famous Landmarks,Who built the site?,Ramesses II
3830,220,Temple_of_Derr,Famous Landmarks,What shows belief in?,Religious beliefs.
3831,220,Temple_of_Derr,Famous Landmarks,Who shows their power?,Ramesses II
3832,220,Temple_of_Derr,Famous Landmarks,Who moved the parts?,Lake Nasser
3833,220,Temple_of_Derr,Famous Landmarks,Who had all the power?,Ramesses II
3834,220,Temple_of_Derr,Famous Landmarks,What god is inside of?,Amun-Re
3835,220,Temple_of_Derr,Famous Landmarks,What's within that wall?,Rock-cut temple
3836,220,Temple_of_Derr,Famous Landmarks,Who moved all this site?,Aswan High Dam
3837,220,Temple_of_Derr,Famous Landmarks,What contains the relief?,Rock-cut temple
3838,220,Temple_of_Derr,Famous Landmarks,What style is the art?,Brightly colored.
3839,220,Temple_of_Derr,Famous Landmarks,Who made the relief?,Ramesses II
3840,220,Temple_of_Derr,Famous Landmarks,Who wanted relief?,Ramesses II
3841,220,Temple_of_Derr,Famous Landmarks,What did Egyptians make?,Rock-cut temple
3842,220,Temple_of_Derr,Famous Landmarks,Who had this monument?,Ramesses II
3843,220,Temple_of_Derr,Famous Landmarks,What all can be seen?,Reliefs and inscriptions
3844,220,Temple_of_Derr,Famous Landmarks,What contains carvings?,Rock-cut architecture
3845,220,Temple_of_Derr,Famous Landmarks,Who had the power?,Ramesses II
3846,220,Temple_of_Derr,Famous Landmarks,What's at Derr site?,Amun's Temple
3847,220,Temple_of_Derr,Famous Landmarks,Who had the power?,Ramesses II.
3848,220,Temple_of_Derr,Famous Landmarks,What does the location have?,Rock-cut architecture
3849,220,Temple_of_Derr,Famous Landmarks,What are they showing?,Ramesses II
3850,220,Temple_of_Derr,Famous Landmarks,What do they show you?,Reliefs and inscriptions
3851,220,Temple_of_Derr,Famous Landmarks,What type is the rock?,Rock-cut architecture
3852,220,Temple_of_Derr,Famous Landmarks,What kind of rock?,Rock-cut temple
3853,220,Temple_of_Derr,Famous Landmarks,What style does have?,Rock-cut architecture
3854,220,Temple_of_Derr,Famous Landmarks,What is this rock style?,Speos/Rock-cut
3855,220,Temple_of_Derr,Famous Landmarks,Who wanted to see?,Ramesses II.
3856,220,Temple_of_Derr,Famous Landmarks,Who wanted relief art?,Ramesses II.
3857,220,Temple_of_Derr,Famous Landmarks,Who did love these?,Ramesses II
3858,220,Temple_of_Derr,Famous Landmarks,Who did build on land?,Ramesses II
3859,220,Temple_of_Derr,Famous Landmarks,What happened to walls?,Brightly colored.
3860,220,Temple_of_Derr,Famous Landmarks,What does walls contain?,"Reliefs, Inscriptions"
3861,220,Temple_of_Derr,Famous Landmarks,What kind of rock is used?,Rock-cut architecture
3862,220,Temple_of_Derr,Famous Landmarks,What do walls show?,Brightly colored reliefs
3863,220,Temple_of_Derr,Famous Landmarks,What did the god do?,"Honored, Dedicated."
3864,220,Temple_of_Derr,Famous Landmarks,What does walls show?,Military campaigns.
3865,220,Temple_of_Derr,Famous Landmarks,Who is shown there?,Ramesses II
3866,220,Temple_of_Derr,Famous Landmarks,What is it about?,Temple of Amun
3867,220,Temple_of_Derr,Famous Landmarks,What is shown within?,Brightly colored reliefs
3868,220,Temple_of_Derr,Famous Landmarks,What made this stand?,Rock-cut architecture
3869,220,Temple_of_Derr,Famous Landmarks,What does exist now?,New Amada
3870,220,Temple_of_Derr,Famous Landmarks,What is Nubia's art?,Brightly colored reliefs
3871,220,Temple_of_Derr,Famous Landmarks,What's inside Nubia?,Rock-cut temple
3872,220,Temple_of_Derr,Famous Landmarks,What all are shown?,"Reliefs, Inscriptions."
3873,220,Temple_of_Derr,Famous Landmarks,What kind of carvings?,Brightly colored.
3874,220,Temple_of_Derr,Famous Landmarks,What did they build with?,Rock-cut
3875,220,Temple_of_Derr,Famous Landmarks,What's on that ground?,Rock-cut temple.
3876,220,Temple_of_Derr,Famous Landmarks,What caused all this?,Ramesses II.
3877,220,Temple_of_Derr,Famous Landmarks,What does it mean?,Rock-cut temple
3878,220,Temple_of_Derr,Famous Landmarks,What has this got?,Rock-cut architecture
3879,220,Temple_of_Derr,Famous Landmarks,Who's is that art?,Ramesses II
3880,220,Temple_of_Derr,Famous Landmarks,What all are there?,Rock-cut temple
3881,220,Temple_of_Derr,Famous Landmarks,What has Ramesses got?,Rock-cut temple.
3882,220,Temple_of_Derr,Famous Landmarks,What walls show there?,Colored reliefs.
3883,220,Temple_of_Derr,Famous Landmarks,Who loved all this?,Ramesses II
3884,220,Temple_of_Derr,Famous Landmarks,What has location?,Lower Nubia
3885,220,Temple_of_Derr,Famous Landmarks,What caused it all?,Aswan High Dam
3886,220,Temple_of_Derr,Famous Landmarks,What has location?,Lower Nubia
3887,220,Temple_of_Derr,Famous Landmarks,What had expansions?,Egyptian empire.
3888,220,Temple_of_Derr,Famous Landmarks,What kind of wall?,Rock-cut
3889,220,Temple_of_Derr,Famous Landmarks,Who had walls?,Temple of Derr
3890,220,Temple_of_Derr,Famous Landmarks,What caused relocation?,Aswan High Dam
3891,220,Temple_of_Derr,Famous Landmarks,What's on that hill?,Rock-cut temple
3892,220,Temple_of_Derr,Famous Landmarks,What had the power?,Ramesses II
3893,220,Temple_of_Derr,Famous Landmarks,What is at hill top?,Not mentioned.
3894,220,Temple_of_Derr,Famous Landmarks,What is on hills?,Rock-cut temple
3895,220,Temple_of_Derr,Famous Landmarks,What kind of hills?,Rock-cut
3896,220,Temple_of_Derr,Famous Landmarks,Who made this art?,Ramesses II
3897,220,Temple_of_Derr,Famous Landmarks,What's there in Sudan?,Lower Nubia
3898,220,Temple_of_Derr,Famous Landmarks,What does it have?,Rock-cut architecture
3899,220,Temple_of_Derr,Famous Landmarks,What has Nubia now?,Modern-day Sudan
3900,220,Temple_of_Derr,Famous Landmarks,Who believed god?,Ramesses II.
3901,220,Temple_of_Derr,Famous Landmarks,What does the hall have?,Hypostyle hall
3902,220,Temple_of_Derr,Famous Landmarks,Who had built walls?,Ramesses II
3903,220,Temple_of_Derr,Famous Landmarks,What style made art?,Rock-cut architecture
3904,220,Temple_of_Derr,Famous Landmarks,What are all the rocks?,Rock-cut temple
3905,220,Temple_of_Derr,Famous Landmarks,What walls are there?,Rock-cut walls
3906,220,Temple_of_Derr,Famous Landmarks,What has to show?,Brightly colored reliefs
3907,220,Temple_of_Derr,Famous Landmarks,What has to show?,Ramesses II's power.
3908,220,Temple_of_Derr,Famous Landmarks,What is on site now?,New Amada
3909,220,Temple_of_Derr,Famous Landmarks,What style had used?,Rock-cut (speos)
3910,220,Temple_of_Derr,Famous Landmarks,What has Sudan now?,Modern-day Sudan
3911,220,Temple_of_Derr,Famous Landmarks,Who carved stones?,Ramesses II
3912,220,Temple_of_Derr,Famous Landmarks,What is Sudan's art?,Brightly colored reliefs
3913,220,Temple_of_Derr,Famous Landmarks,Who expanded empire?,Ramesses II
3914,220,Temple_of_Derr,Famous Landmarks,What can you see?,Rock-cut temple
3915,220,Temple_of_Derr,Famous Landmarks,What did they leave?,Brightly colored reliefs.
3916,220,Temple_of_Derr,Famous Landmarks,What remains there?,New Amada site.
3917,220,Temple_of_Derr,Famous Landmarks,What did they leave?,Brightly colored reliefs
3918,220,Temple_of_Derr,Famous Landmarks,Who made these?,Ramesses II
3919,220,Temple_of_Derr,Famous Landmarks,What does site have?,Rock-cut temple
3920,220,Temple_of_Derr,Famous Landmarks,What did Sudan own?,Lower Nubia
3921,220,Temple_of_Derr,Famous Landmarks,What is the style?,Rock-cut (Speos)
3922,220,Temple_of_Derr,Famous Landmarks,Who had this style?,Ramesses II.
