,Index,Concept,Question,Answer
929,176.0,Eliyahu_Hanavi_Synagogue_(Alexandria),Which holy place,
930,176.0,Eliyahu_Hanavi_Synagogue_(Alexandria),What architectural style,
931,176.0,Eliyahu_Hanavi_Synagogue_(Alexandria),Which festival shown,
932,177.0,Orman_Garden,What Cultural Category does the object in the image belong to,Famous Landmarks
933,177.0,Orman_Garden,Where exactly located,
934,177.0,Orman_Garden,When established,
935,177.0,Orman_Garden,Who built it,
936,177.0,Orman_Garden,Which ruler commissioned,
937,177.0,Orman_Garden,Which architectural style,
938,177.0,Orman_Garden,What original name,
939,177.0,Orman_Garden,What primary material,
940,177.0,Orman_Garden,What purpose served,
941,178.0,Fatimid_Cemetery_in_Aswan,What Cultural Category does the object in the image belong to,Famous Landmarks
942,178.0,Fatimid_Cemetery_in_Aswan,Where exactly located,
943,178.0,Fatimid_Cemetery_in_Aswan,When established,
944,178.0,Fatimid_Cemetery_in_Aswan,Who built it,
945,178.0,Fatimid_Cemetery_in_Aswan,Which ruler commissioned,
946,178.0,Fatimid_Cemetery_in_Aswan,Which architectural style,
947,178.0,Fatimid_Cemetery_in_Aswan,What original name,
948,178.0,Fatimid_Cemetery_in_Aswan,What primary material,
949,178.0,Fatimid_Cemetery_in_Aswan,What purpose served,
950,179.0,Famine_stele,What Cultural Category does the object in the image belong to,Historical Artifacts
951,179.0,Famine_stele,What object type,
952,179.0,Famine_stele,Which era dates,
953,179.0,Famine_stele,Which civilization made,
954,179.0,Famine_stele,What material crafted,
955,179.0,Famine_stele,Which purpose served,
956,179.0,Famine_stele,What inscription reads,
957,179.0,Famine_stele,What decorative motif,
958,179.0,Famine_stele,Which museum houses,
959,179.0,Famine_stele,When discovered,
960,179.0,Famine_stele,What condition status,
961,180.0,Mokattam,What Cultural Category does the object in the image belong to,Famous Landmarks
962,180.0,Mokattam,Where exactly located,
963,180.0,Mokattam,When established,
964,180.0,Mokattam,Who built it,
965,180.0,Mokattam,Which ruler commissioned,
966,180.0,Mokattam,Which architectural style,
967,180.0,Mokattam,What original name,
968,180.0,Mokattam,What primary material,
969,180.0,Mokattam,What purpose served,
970,181.0,Aquarium_Grotto_Garden,What Cultural Category does the object in the image belong to,"I am unable to provide a response, as there is no Wikipedia Summary to categorize ""Aquarium_Grotto_Garden"" with."
971,182.0,Gezira,What Cultural Category does the object in the image belong to,Famous Landmarks
972,182.0,Gezira,Where exactly located,
973,182.0,Gezira,When established,
974,182.0,Gezira,Who built it,
975,182.0,Gezira,Which ruler commissioned,
976,182.0,Gezira,Which architectural style,
977,182.0,Gezira,What original name,
978,182.0,Gezira,What primary material,
979,182.0,Gezira,What purpose served,
980,183.0,Mausoleum_of_Aga_Khan,What Cultural Category does the object in the image belong to,Famous Landmarks
981,183.0,Mausoleum_of_Aga_Khan,Where exactly located,
982,183.0,Mausoleum_of_Aga_Khan,When established,
983,183.0,Mausoleum_of_Aga_Khan,Who built it,
984,183.0,Mausoleum_of_Aga_Khan,Which ruler commissioned,
985,183.0,Mausoleum_of_Aga_Khan,Which architectural style,
986,183.0,Mausoleum_of_Aga_Khan,What original name,
987,183.0,Mausoleum_of_Aga_Khan,What primary material,
988,183.0,Mausoleum_of_Aga_Khan,What purpose served,
989,184.0,Great_Temple_of_the_Aten,What Cultural Category does the object in the image belong to,Famous Landmarks
990,184.0,Great_Temple_of_the_Aten,Where exactly located,
991,184.0,Great_Temple_of_the_Aten,When established,
992,184.0,Great_Temple_of_the_Aten,Who built it,
993,184.0,Great_Temple_of_the_Aten,Which ruler commissioned,
994,184.0,Great_Temple_of_the_Aten,Which architectural style,
995,184.0,Great_Temple_of_the_Aten,What original name,
996,184.0,Great_Temple_of_the_Aten,What primary material,
997,184.0,Great_Temple_of_the_Aten,What purpose served,
998,185.0,Qasr_al-Nil_Bridge,What Cultural Category does the object in the image belong to,Famous Landmarks
999,185.0,Qasr_al-Nil_Bridge,Where exactly located,
1000,185.0,Qasr_al-Nil_Bridge,When established,
1001,185.0,Qasr_al-Nil_Bridge,Who built it,
1002,185.0,Qasr_al-Nil_Bridge,Which ruler commissioned,
1003,185.0,Qasr_al-Nil_Bridge,Which architectural style,
1004,185.0,Qasr_al-Nil_Bridge,What original name,
1005,185.0,Qasr_al-Nil_Bridge,What primary material,
1006,185.0,Qasr_al-Nil_Bridge,What purpose served,
1007,186.0,Temple_of_Khonsu_in_Karnak,What Cultural Category does the object in the image belong to,Famous Landmarks
1008,186.0,Temple_of_Khonsu_in_Karnak,Where exactly located,
1009,186.0,Temple_of_Khonsu_in_Karnak,When established,
1010,186.0,Temple_of_Khonsu_in_Karnak,Who built it,
1011,186.0,Temple_of_Khonsu_in_Karnak,Which ruler commissioned,
1012,186.0,Temple_of_Khonsu_in_Karnak,Which architectural style,
1013,186.0,Temple_of_Khonsu_in_Karnak,What original name,
1014,186.0,Temple_of_Khonsu_in_Karnak,What primary material,
1015,186.0,Temple_of_Khonsu_in_Karnak,What purpose served,
1016,187.0,Beni_Hassan,What Cultural Category does the object in the image belong to,Historical Figures
1017,187.0,Beni_Hassan,Who is depicted,
1018,187.0,Beni_Hassan,Which role held,
1019,187.0,Beni_Hassan,Which era lived,
1020,187.0,Beni_Hassan,Which nationality,
1021,187.0,Beni_Hassan,What attire worn,
1022,187.0,Beni_Hassan,What expression shown,
1023,187.0,Beni_Hassan,What title inscribed,
1024,187.0,Beni_Hassan,Which headgear worn,
1025,187.0,Beni_Hassan,What symbolic object,
1026,187.0,Beni_Hassan,Which achievement noted,
1027,188.0,Kiosk_of_Trajan_in_Philae,What Cultural Category does the object in the image belong to,Famous Landmarks
1028,188.0,Kiosk_of_Trajan_in_Philae,Where exactly located,
1029,188.0,Kiosk_of_Trajan_in_Philae,When established,
1030,188.0,Kiosk_of_Trajan_in_Philae,Who built it,
1031,188.0,Kiosk_of_Trajan_in_Philae,Which ruler commissioned,
1032,188.0,Kiosk_of_Trajan_in_Philae,Which architectural style,
1033,188.0,Kiosk_of_Trajan_in_Philae,What original name,
1034,188.0,Kiosk_of_Trajan_in_Philae,What primary material,
1035,188.0,Kiosk_of_Trajan_in_Philae,What purpose served,
1036,189.0,Khan_el-Khalili,What Cultural Category does the object in the image belong to,Famous Landmarks
1037,189.0,Khan_el-Khalili,Where exactly located,
1038,189.0,Khan_el-Khalili,When established,
1039,189.0,Khan_el-Khalili,Who built it,
1040,189.0,Khan_el-Khalili,Which ruler commissioned,
1041,189.0,Khan_el-Khalili,Which architectural style,
1042,189.0,Khan_el-Khalili,What original name,
1043,189.0,Khan_el-Khalili,What primary material,
1044,189.0,Khan_el-Khalili,What purpose served,
1045,190.0,Luxor_Temple,What Cultural Category does the object in the image belong to,Famous Landmarks
1046,190.0,Luxor_Temple,Where exactly located,
1047,190.0,Luxor_Temple,When established,
1048,190.0,Luxor_Temple,Who built it,
1049,190.0,Luxor_Temple,Which ruler commissioned,
1050,190.0,Luxor_Temple,Which architectural style,
1051,190.0,Luxor_Temple,What original name,
1052,190.0,Luxor_Temple,What primary material,
1053,190.0,Luxor_Temple,What purpose served,
1054,191.0,Suez_Canal_Bridge,What Cultural Category does the object in the image belong to,Famous Landmarks
1055,191.0,Suez_Canal_Bridge,Where exactly located,
1056,191.0,Suez_Canal_Bridge,When established,
1057,191.0,Suez_Canal_Bridge,Who built it,
1058,191.0,Suez_Canal_Bridge,Which ruler commissioned,
1059,191.0,Suez_Canal_Bridge,Which architectural style,
1060,191.0,Suez_Canal_Bridge,What original name,
1061,191.0,Suez_Canal_Bridge,What primary material,
1062,191.0,Suez_Canal_Bridge,What purpose served,
1063,192.0,Pyramid_of_Senusret_II,What Cultural Category does the object in the image belong to,Famous Landmarks
1064,192.0,Pyramid_of_Senusret_II,Where exactly located,
1065,192.0,Pyramid_of_Senusret_II,When established,
1066,192.0,Pyramid_of_Senusret_II,Who built it,
1067,192.0,Pyramid_of_Senusret_II,Which ruler commissioned,
1068,192.0,Pyramid_of_Senusret_II,Which architectural style,
1069,192.0,Pyramid_of_Senusret_II,What original name,
1070,192.0,Pyramid_of_Senusret_II,What primary material,
1071,192.0,Pyramid_of_Senusret_II,What purpose served,
1072,193.0,Pyramid_of_Neferirkare,What Cultural Category does the object in the image belong to,Famous Landmarks
1073,193.0,Pyramid_of_Neferirkare,Where exactly located,
1074,193.0,Pyramid_of_Neferirkare,When established,
1075,193.0,Pyramid_of_Neferirkare,Who built it,
1076,193.0,Pyramid_of_Neferirkare,Which ruler commissioned,
1077,193.0,Pyramid_of_Neferirkare,Which architectural style,
1078,193.0,Pyramid_of_Neferirkare,What original name,
1079,193.0,Pyramid_of_Neferirkare,What primary material,
1080,193.0,Pyramid_of_Neferirkare,What purpose served,
1081,194.0,Pyramid_of_Qakare_Ibi,What Cultural Category does the object in the image belong to,Famous Landmarks
1082,194.0,Pyramid_of_Qakare_Ibi,Where exactly located,
1083,194.0,Pyramid_of_Qakare_Ibi,When established,
1084,194.0,Pyramid_of_Qakare_Ibi,Who built it,
1085,194.0,Pyramid_of_Qakare_Ibi,Which ruler commissioned,
1086,194.0,Pyramid_of_Qakare_Ibi,Which architectural style,
1087,194.0,Pyramid_of_Qakare_Ibi,What original name,
1088,194.0,Pyramid_of_Qakare_Ibi,What primary material,
1089,194.0,Pyramid_of_Qakare_Ibi,What purpose served,
1090,195.0,Giza_Plateau,What Cultural Category does the object in the image belong to,Famous Landmarks
1091,195.0,Giza_Plateau,Where exactly located,
1092,195.0,Giza_Plateau,When established,
1093,195.0,Giza_Plateau,Who built it,
1094,195.0,Giza_Plateau,Which ruler commissioned,
1095,195.0,Giza_Plateau,Which architectural style,
1096,195.0,Giza_Plateau,What original name,
1097,195.0,Giza_Plateau,What primary material,
1098,195.0,Giza_Plateau,What purpose served,
1099,196.0,Sultan_Qaytbay_Complex,What Cultural Category does the object in the image belong to,Famous Landmarks
1100,196.0,Sultan_Qaytbay_Complex,Where exactly located,
1101,196.0,Sultan_Qaytbay_Complex,When established,
1102,196.0,Sultan_Qaytbay_Complex,Who built it,
1103,196.0,Sultan_Qaytbay_Complex,Which ruler commissioned,
1104,196.0,Sultan_Qaytbay_Complex,Which architectural style,
1105,196.0,Sultan_Qaytbay_Complex,What original name,
1106,196.0,Sultan_Qaytbay_Complex,What primary material,
1107,196.0,Sultan_Qaytbay_Complex,What purpose served,
1108,197.0,Pyramid_of_Menkaure,What Cultural Category does the object in the image belong to,Famous Landmarks
1109,197.0,Pyramid_of_Menkaure,Where exactly located,
1110,197.0,Pyramid_of_Menkaure,When established,
1111,197.0,Pyramid_of_Menkaure,Who built it,
1112,197.0,Pyramid_of_Menkaure,Which ruler commissioned,
1113,197.0,Pyramid_of_Menkaure,Which architectural style,
1114,197.0,Pyramid_of_Menkaure,What original name,
1115,197.0,Pyramid_of_Menkaure,What primary material,
1116,197.0,Pyramid_of_Menkaure,What purpose served,
1117,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),What Cultural Category does the object in the image belong to,Famous Landmarks
1118,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),Where exactly located,
1119,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),When established,
1120,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),Who built it,
1121,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),Which ruler commissioned,
1122,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),Which architectural style,
1123,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),What original name,
1124,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),What primary material,
1125,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),What purpose served,
1126,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),What Cultural Category does the object in the image belong to,Famous Landmarks
1127,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),Where exactly located,
1128,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),When established,
1129,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),Who built it,
1130,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),Which ruler commissioned,
1131,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),Which architectural style,
1132,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),What original name,
1133,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),What primary material,
1134,198.0,Amr_Ibn_al-Aas_Mosque_(Damietta),What purpose served,
1135,,Amr_Ibn_al-Aas_Mosque_(Damietta),What Cultural Category does the object in the image belong to,Famous Landmarks
1136,,Amr_Ibn_al-Aas_Mosque_(Damietta),Where exactly located,
1137,,Amr_Ibn_al-Aas_Mosque_(Damietta),When established,
1138,,Amr_Ibn_al-Aas_Mosque_(Damietta),Who built it,
1139,,Amr_Ibn_al-Aas_Mosque_(Damietta),Which ruler commissioned,
1140,,Amr_Ibn_al-Aas_Mosque_(Damietta),Which architectural style,
1141,,Amr_Ibn_al-Aas_Mosque_(Damietta),What original name,
1142,,Amr_Ibn_al-Aas_Mosque_(Damietta),What primary material,
1143,,Amr_Ibn_al-Aas_Mosque_(Damietta),What purpose served,
1144,,Amr_Ibn_al-Aas_Mosque_(Damietta),What Cultural Category does the object in the image belong to,Famous Landmarks
1145,,Amr_Ibn_al-Aas_Mosque_(Damietta),Where exactly located,
1146,,Amr_Ibn_al-Aas_Mosque_(Damietta),When established,
1147,,Amr_Ibn_al-Aas_Mosque_(Damietta),Who built it,
1148,,Amr_Ibn_al-Aas_Mosque_(Damietta),Which ruler commissioned,
1149,,Amr_Ibn_al-Aas_Mosque_(Damietta),Which architectural style,
1150,,Amr_Ibn_al-Aas_Mosque_(Damietta),What original name,
1151,,Amr_Ibn_al-Aas_Mosque_(Damietta),What primary material,
1152,,Amr_Ibn_al-Aas_Mosque_(Damietta),What purpose served,
1153,199.0,Montaza_Palace,What Cultural Category does the object in the image belong to,Famous Landmarks
1154,199.0,Montaza_Palace,Where exactly located,
1155,199.0,Montaza_Palace,When established,
1156,199.0,Montaza_Palace,Who built it,
1157,199.0,Montaza_Palace,Which ruler commissioned,
1158,199.0,Montaza_Palace,Which architectural style,
1159,199.0,Montaza_Palace,What original name,
1160,199.0,Montaza_Palace,What primary material,
1161,199.0,Montaza_Palace,What purpose served,
1162,200.0,6_October_Bridge,What Cultural Category does the object in the image belong to,Famous Landmarks
1163,200.0,6_October_Bridge,Where exactly located,
1164,200.0,6_October_Bridge,When established,
1165,200.0,6_October_Bridge,Who built it,
1166,200.0,6_October_Bridge,Which ruler commissioned,
1167,200.0,6_October_Bridge,Which architectural style,
1168,200.0,6_October_Bridge,What original name,
1169,200.0,6_October_Bridge,What primary material,
1170,200.0,6_October_Bridge,What purpose served,
1171,201.0,Ben_Ezra_Synagogue,What Cultural Category does the object in the image belong to,Famous Landmarks
1172,201.0,Ben_Ezra_Synagogue,Where exactly located,
1173,201.0,Ben_Ezra_Synagogue,When established,
1174,201.0,Ben_Ezra_Synagogue,Who built it,
1175,201.0,Ben_Ezra_Synagogue,Which ruler commissioned,
1176,201.0,Ben_Ezra_Synagogue,Which architectural style,
1177,201.0,Ben_Ezra_Synagogue,What original name,
1178,201.0,Ben_Ezra_Synagogue,What primary material,
1179,201.0,Ben_Ezra_Synagogue,What purpose served,
1180,202.0,Bent_Pyramid,What Cultural Category does the object in the image belong to,Famous Landmarks
1181,202.0,Bent_Pyramid,Where exactly located,
1182,202.0,Bent_Pyramid,When established,
1183,202.0,Bent_Pyramid,Who built it,
1184,202.0,Bent_Pyramid,Which ruler commissioned,
1185,202.0,Bent_Pyramid,Which architectural style,
1186,202.0,Bent_Pyramid,What original name,
1187,202.0,Bent_Pyramid,What primary material,
1188,202.0,Bent_Pyramid,What purpose served,
1189,203.0,"Crystal_Mountain,_White_Desert",What Cultural Category does the object in the image belong to,"Given the lack of a Wikipedia summary, and relying solely on the name ""Crystal Mountain, White Desert"", the most likely category is:

Natural scenery and Ecosystem"
1190,204.0,Pyramid_of_Djedkare_Isesi,What Cultural Category does the object in the image belong to,Famous Landmarks
1191,204.0,Pyramid_of_Djedkare_Isesi,Where exactly located,
1192,204.0,Pyramid_of_Djedkare_Isesi,When established,
1193,204.0,Pyramid_of_Djedkare_Isesi,Who built it,
1194,204.0,Pyramid_of_Djedkare_Isesi,Which ruler commissioned,
1195,204.0,Pyramid_of_Djedkare_Isesi,Which architectural style,
1196,204.0,Pyramid_of_Djedkare_Isesi,What original name,
1197,204.0,Pyramid_of_Djedkare_Isesi,What primary material,
1198,204.0,Pyramid_of_Djedkare_Isesi,What purpose served,
1199,205.0,Alexandria_Zoo,What Cultural Category does the object in the image belong to,Famous Landmarks
1200,205.0,Alexandria_Zoo,Where exactly located,
1201,205.0,Alexandria_Zoo,When established,
1202,205.0,Alexandria_Zoo,Who built it,
1203,205.0,Alexandria_Zoo,Which ruler commissioned,
1204,205.0,Alexandria_Zoo,Which architectural style,
1205,205.0,Alexandria_Zoo,What original name,
1206,205.0,Alexandria_Zoo,What primary material,
1207,205.0,Alexandria_Zoo,What purpose served,
1208,206.0,Monastery_of_Saint_Macarius_the_Great,What Cultural Category does the object in the image belong to,Religion and belief
1209,206.0,Monastery_of_Saint_Macarius_the_Great,Which religion represented,
1210,206.0,Monastery_of_Saint_Macarius_the_Great,Which deity worshipped,
1211,206.0,Monastery_of_Saint_Macarius_the_Great,What ritual performed,
1212,206.0,Monastery_of_Saint_Macarius_the_Great,Which ceremony type,
1213,206.0,Monastery_of_Saint_Macarius_the_Great,What offering present,
1214,206.0,Monastery_of_Saint_Macarius_the_Great,Which religious symbol,
1215,206.0,Monastery_of_Saint_Macarius_the_Great,What scripture shown,
1216,206.0,Monastery_of_Saint_Macarius_the_Great,Which holy place,
1217,206.0,Monastery_of_Saint_Macarius_the_Great,What architectural style,
1218,206.0,Monastery_of_Saint_Macarius_the_Great,Which festival shown,
1219,207.0,Pyramid_of_Userkaf,What Cultural Category does the object in the image belong to,Famous Landmarks
1220,207.0,Pyramid_of_Userkaf,Where exactly located,
1221,207.0,Pyramid_of_Userkaf,When established,
1222,207.0,Pyramid_of_Userkaf,Who built it,
1223,207.0,Pyramid_of_Userkaf,Which ruler commissioned,
1224,207.0,Pyramid_of_Userkaf,Which architectural style,
1225,207.0,Pyramid_of_Userkaf,What original name,
1226,207.0,Pyramid_of_Userkaf,What primary material,
1227,207.0,Pyramid_of_Userkaf,What purpose served,
1228,208.0,Valley_of_the_Queens,What Cultural Category does the object in the image belong to,Famous Landmarks
1229,208.0,Valley_of_the_Queens,Where exactly located,
1230,208.0,Valley_of_the_Queens,When established,
1231,208.0,Valley_of_the_Queens,Who built it,
1232,208.0,Valley_of_the_Queens,Which ruler commissioned,
1233,208.0,Valley_of_the_Queens,Which architectural style,
1234,208.0,Valley_of_the_Queens,What original name,
1235,208.0,Valley_of_the_Queens,What primary material,
1236,208.0,Valley_of_the_Queens,What purpose served,
1237,209.0,Cairo_International_Stadium,What Cultural Category does the object in the image belong to,Famous Landmarks
1238,209.0,Cairo_International_Stadium,Where exactly located,
1239,209.0,Cairo_International_Stadium,When established,
1240,209.0,Cairo_International_Stadium,Who built it,
1241,209.0,Cairo_International_Stadium,Which ruler commissioned,
1242,209.0,Cairo_International_Stadium,Which architectural style,
1243,209.0,Cairo_International_Stadium,What original name,
1244,209.0,Cairo_International_Stadium,What primary material,
1245,209.0,Cairo_International_Stadium,What purpose served,
1246,210.0,Sakakini_Palace,What Cultural Category does the object in the image belong to,Famous Landmarks
1247,210.0,Sakakini_Palace,Where exactly located,
1248,210.0,Sakakini_Palace,When established,
1249,210.0,Sakakini_Palace,Who built it,
1250,210.0,Sakakini_Palace,Which ruler commissioned,
1251,210.0,Sakakini_Palace,Which architectural style,
1252,210.0,Sakakini_Palace,What original name,
1253,210.0,Sakakini_Palace,What primary material,
1254,210.0,Sakakini_Palace,What purpose served,
1255,211.0,Dendera_Temple_complex,What Cultural Category does the object in the image belong to,Famous Landmarks
1256,211.0,Dendera_Temple_complex,Where exactly located,
1257,211.0,Dendera_Temple_complex,When established,
1258,211.0,Dendera_Temple_complex,Who built it,
1259,211.0,Dendera_Temple_complex,Which ruler commissioned,
1260,211.0,Dendera_Temple_complex,Which architectural style,
1261,211.0,Dendera_Temple_complex,What original name,
1262,211.0,Dendera_Temple_complex,What primary material,
1263,211.0,Dendera_Temple_complex,What purpose served,
1264,212.0,Islamic_Cairo,What Cultural Category does the object in the image belong to,Famous Landmarks
1265,212.0,Islamic_Cairo,Where exactly located,
1266,212.0,Islamic_Cairo,When established,
1267,212.0,Islamic_Cairo,Who built it,
1268,212.0,Islamic_Cairo,Which ruler commissioned,
1269,212.0,Islamic_Cairo,Which architectural style,
1270,212.0,Islamic_Cairo,What original name,
1271,212.0,Islamic_Cairo,What primary material,
1272,212.0,Islamic_Cairo,What purpose served,
1273,213.0,Ras_Muhammad,What Cultural Category does the object in the image belong to,Natural scenery and Ecosystem
1274,213.0,Ras_Muhammad,Which landscape type,
1275,213.0,Ras_Muhammad,Which biome present,
1276,213.0,Ras_Muhammad,Which region located,
1277,213.0,Ras_Muhammad,What season shown,
1278,213.0,Ras_Muhammad,Which water body,
1279,213.0,Ras_Muhammad,Which mountain range,
1280,213.0,Ras_Muhammad,What vegetation type,
1281,213.0,Ras_Muhammad,Which wildlife species,
1282,213.0,Ras_Muhammad,What protection status,
1283,213.0,Ras_Muhammad,Which ecological reserve,
1284,214.0,Mosque_of_al-Maridani,What Cultural Category does the object in the image belong to,Famous Landmarks
1285,214.0,Mosque_of_al-Maridani,Where exactly located,
1286,214.0,Mosque_of_al-Maridani,When established,
1287,214.0,Mosque_of_al-Maridani,Who built it,
1288,214.0,Mosque_of_al-Maridani,Which ruler commissioned,
1289,214.0,Mosque_of_al-Maridani,Which architectural style,
1290,214.0,Mosque_of_al-Maridani,What original name,
1291,214.0,Mosque_of_al-Maridani,What primary material,
1292,214.0,Mosque_of_al-Maridani,What purpose served,
1293,215.0,"Greco-Roman_Museum,_Alexandria",What Cultural Category does the object in the image belong to,Historical Artifacts
1294,215.0,"Greco-Roman_Museum,_Alexandria",What object type,
1295,215.0,"Greco-Roman_Museum,_Alexandria",Which era dates,
1296,215.0,"Greco-Roman_Museum,_Alexandria",Which civilization made,
1297,215.0,"Greco-Roman_Museum,_Alexandria",What material crafted,
1298,215.0,"Greco-Roman_Museum,_Alexandria",Which purpose served,
1299,215.0,"Greco-Roman_Museum,_Alexandria",What inscription reads,
1300,215.0,"Greco-Roman_Museum,_Alexandria",What decorative motif,
1301,215.0,"Greco-Roman_Museum,_Alexandria",Which museum houses,
1302,215.0,"Greco-Roman_Museum,_Alexandria",When discovered,
1303,215.0,"Greco-Roman_Museum,_Alexandria",What condition status,
1304,216.0,Synagogue_of_Moses_Maimonides,What Cultural Category does the object in the image belong to,Religion and belief
1305,216.0,Synagogue_of_Moses_Maimonides,Which religion represented,
1306,216.0,Synagogue_of_Moses_Maimonides,Which deity worshipped,
1307,216.0,Synagogue_of_Moses_Maimonides,What ritual performed,
1308,216.0,Synagogue_of_Moses_Maimonides,Which ceremony type,
1309,216.0,Synagogue_of_Moses_Maimonides,What offering present,
1310,216.0,Synagogue_of_Moses_Maimonides,Which religious symbol,
1311,216.0,Synagogue_of_Moses_Maimonides,What scripture shown,
1312,216.0,Synagogue_of_Moses_Maimonides,Which holy place,
1313,216.0,Synagogue_of_Moses_Maimonides,What architectural style,
1314,216.0,Synagogue_of_Moses_Maimonides,Which festival shown,
1315,217.0,Mosque_of_Saint_Ibrahim_El-Desouky,What Cultural Category does the object in the image belong to,Religion and belief
1316,217.0,Mosque_of_Saint_Ibrahim_El-Desouky,Which religion represented,
1317,217.0,Mosque_of_Saint_Ibrahim_El-Desouky,Which deity worshipped,
1318,217.0,Mosque_of_Saint_Ibrahim_El-Desouky,What ritual performed,
1319,217.0,Mosque_of_Saint_Ibrahim_El-Desouky,Which ceremony type,
1320,217.0,Mosque_of_Saint_Ibrahim_El-Desouky,What offering present,
1321,217.0,Mosque_of_Saint_Ibrahim_El-Desouky,Which religious symbol,
1322,217.0,Mosque_of_Saint_Ibrahim_El-Desouky,What scripture shown,
1323,217.0,Mosque_of_Saint_Ibrahim_El-Desouky,Which holy place,
1324,217.0,Mosque_of_Saint_Ibrahim_El-Desouky,What architectural style,
1325,217.0,Mosque_of_Saint_Ibrahim_El-Desouky,Which festival shown,
1326,218.0,Al-Sayeda_Nafeesah_Mosque,What Cultural Category does the object in the image belong to,Religion and belief
1327,218.0,Al-Sayeda_Nafeesah_Mosque,Which religion represented,
1328,218.0,Al-Sayeda_Nafeesah_Mosque,Which deity worshipped,
1329,218.0,Al-Sayeda_Nafeesah_Mosque,What ritual performed,
1330,218.0,Al-Sayeda_Nafeesah_Mosque,Which ceremony type,
1331,218.0,Al-Sayeda_Nafeesah_Mosque,What offering present,
1332,218.0,Al-Sayeda_Nafeesah_Mosque,Which religious symbol,
1333,218.0,Al-Sayeda_Nafeesah_Mosque,What scripture shown,
1334,218.0,Al-Sayeda_Nafeesah_Mosque,Which holy place,
1335,218.0,Al-Sayeda_Nafeesah_Mosque,What architectural style,
1336,218.0,Al-Sayeda_Nafeesah_Mosque,Which festival shown,
1337,219.0,Saint_Barbara_Church_in_Coptic_Cairo,What Cultural Category does the object in the image belong to,Religion and belief
1338,219.0,Saint_Barbara_Church_in_Coptic_Cairo,Which religion represented,
1339,219.0,Saint_Barbara_Church_in_Coptic_Cairo,Which deity worshipped,
1340,219.0,Saint_Barbara_Church_in_Coptic_Cairo,What ritual performed,
1341,219.0,Saint_Barbara_Church_in_Coptic_Cairo,Which ceremony type,
1342,219.0,Saint_Barbara_Church_in_Coptic_Cairo,What offering present,
1343,219.0,Saint_Barbara_Church_in_Coptic_Cairo,Which religious symbol,
1344,219.0,Saint_Barbara_Church_in_Coptic_Cairo,What scripture shown,
1345,219.0,Saint_Barbara_Church_in_Coptic_Cairo,Which holy place,
1346,219.0,Saint_Barbara_Church_in_Coptic_Cairo,What architectural style,
1347,219.0,Saint_Barbara_Church_in_Coptic_Cairo,Which festival shown,
1348,220.0,Temple_of_Derr,What Cultural Category does the object in the image belong to,Famous Landmarks
1349,220.0,Temple_of_Derr,Where exactly located,
1350,220.0,Temple_of_Derr,When established,
1351,220.0,Temple_of_Derr,Who built it,
1352,220.0,Temple_of_Derr,Which ruler commissioned,
1353,220.0,Temple_of_Derr,Which architectural style,
1354,220.0,Temple_of_Derr,What original name,
1355,220.0,Temple_of_Derr,What primary material,
1356,220.0,Temple_of_Derr,What purpose served,
1357,221.0,Alexandria_Port,What Cultural Category does the object in the image belong to,Famous Landmarks
1358,221.0,Alexandria_Port,Where exactly located,
1359,221.0,Alexandria_Port,When established,
1360,221.0,Alexandria_Port,Who built it,
1361,221.0,Alexandria_Port,Which ruler commissioned,
1362,221.0,Alexandria_Port,Which architectural style,
1363,221.0,Alexandria_Port,What original name,
1364,221.0,Alexandria_Port,What primary material,
1365,221.0,Alexandria_Port,What purpose served,
1366,222.0,Mosque-Madrassa_of_Sultan_Hassan,What Cultural Category does the object in the image belong to,Famous Landmarks
1367,222.0,Mosque-Madrassa_of_Sultan_Hassan,Where exactly located,
1368,222.0,Mosque-Madrassa_of_Sultan_Hassan,When established,
1369,222.0,Mosque-Madrassa_of_Sultan_Hassan,Who built it,
1370,222.0,Mosque-Madrassa_of_Sultan_Hassan,Which ruler commissioned,
1371,222.0,Mosque-Madrassa_of_Sultan_Hassan,Which architectural style,
1372,222.0,Mosque-Madrassa_of_Sultan_Hassan,What original name,
1373,222.0,Mosque-Madrassa_of_Sultan_Hassan,What primary material,
1374,222.0,Mosque-Madrassa_of_Sultan_Hassan,What purpose served,
1375,223.0,Bab_al-Futuh,What Cultural Category does the object in the image belong to,Famous Landmarks
1376,223.0,Bab_al-Futuh,Where exactly located,
